,Show_ID_tmdb,name_tmdb,Genre,Overview_Text_tvdb,Vote_Average_tmdb,Vote_Count_tmdb
595,85021,Gangs of London,"[80, 18]","When the head of a criminal organisation, Finn Wallace is assassinated, the sudden power vacuum his death creates threatens the fragile peace between the intricate web of gangs operating on the streets of the city. Now it’s up to the grieving, volatile and impulsive Sean Wallace to restore control and find those responsible for killing his father.",8.0,362
596,34967,Falling Skies,"[10759, 10765]","Falling Skies opens in the chaotic aftermath of an alien attack that has left most of the world completely incapacitated. In the six months since the initial invasion, the few survivors have banded together outside major cities to begin the difficult task of fighting back. Each day is a test of survival as citizen soldiers work to protect the people in their care while also engaging in an insurgency campaign against the occupying alien force.",7.1,929
597,13999,The X Factor,[10764],"The X Factor is a British television music competition to find new singing talent, contested by aspiring singers drawn from public auditions.",5.2,74
598,152483,The Boys Presents: Diabolical,"[16, 10759]","From some of the most unhinged and maniacal minds in Hollywood today comes this animated anthology series, a collection of irreverent and emotionally shocking animated short films. Each episode plunges elbow-deep into unseen crevices of The Boys Universe.",7.5,102
599,64394,Outcast,"[9648, 18, 10765]","Kyle Barnes has been plagued by possession since he was a child. Now an adult, he embarks on a spiritual journey to find answers, but what he uncovers could mean the end of life on Earth as we know it.",7.2,380
600,32692,Blue Bloods,"[18, 80]","A drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief.",7.6,560
601,76178,My Next Guest Needs No Introduction With David Letterman,[10767],TV legend David Letterman teams up with fascinating global figures for in-depth interviews and curiosity-fueled excursions in this monthly talk show.,7.6,38
602,63130,Red Oaks,[35],"A coming-of-age comedy set in the ""go-go"" 80s  that is equal parts hijinks and heartfelt about a college student enjoying a last hurrah before summer comes to an end--and the future begins. 

David Myers, an assistant tennis pro at the Red Oaks Country Club in suburban New Jersey in 1985, is both reeling from his father's heart attack and conflicted about what major to declare in the fall. While there, he meets a colorful cast of misfit co-workers and wealthy club members including an alluring art student named Skye and her corporate raider father Getty.",7.5,61
603,109939,Our Flag Means Death,"[35, 10759, 18]","After trading in the seemingly charmed life of a gentleman for one of a swashbuckling buccaneer, Stede Bonnet becomes captain of the pirate ship Revenge. Struggling to earn the respect of his potentially mutinous crew, Stede’s fortunes change after a fateful run-in with the infamous Captain Blackbeard. Stede and crew attempt to get their ship together and survive life on the high seas.",8.0,65
604,114925,Pam & Tommy,"[35, 18]",This comedic series takes on the true story behind the release of the first ever viral video in history — the sex tape of Pamela Anderson and Tommy Lee.,7.5,82
605,85862,Belgravia,[18],"A tale of secrets and scandals set in 1840s London. When the Trenchards accept an invitation to the now legendary ball hosted by the Duchess of Richmond on the fateful evening of the Battle of Waterloo, it sets in motion a series of events that will have consequences for decades to come as secrets unravel behind the porticoed doors of London’s grandest postcode.",7.3,32
606,61457,Grantchester,"[80, 18, 9648]","In 1953 at the hamlet of Grantchester, Sidney Chambers—a charismatic, charming clergyman—turns investigative vicar when one of his parishioners dies in suspicious circumstances.",7.6,78
607,15634,High School Confidential,[99],"High School Confidential is an eight-part documentary television series created by Sharon Liese, following twelve high school teenagers from Blue Valley Northwest High. The series airs on WE: Women's Entertainment. The original run began on March 10, 2008, and concluded on April 28, 2008.",0.0,0
608,2710,It's Always Sunny in Philadelphia,[35],"Four egocentric friends run a neighborhood Irish pub in Philadelphia and try to find their way through the adult world of work and relationships. Unfortunately, their warped views and precarious judgments often lead them to trouble, creating a myriad of uncomfortable situations that usually only get worse before they get better.",8.3,736
609,1685,Project Runway,[10764],"Aspiring fashion designers compete for a chance to break into the industry. Each week, a designer is eliminated from the competition after exhibiting their work in front of a judges' panel.",6.1,78
610,107407,Gaslit,[18],A modern take on the 1970s political Watergate scandal centering on untold stories and forgotten characters of the time.,7.8,21
611,112077,Scenes from a Marriage,[18],"A chronicle of the many years of love and turmoil that bind a contemporary American couple, tracking their relationship as it progresses through a number of successive stages: matrimony, parenthood, infidelity, divorce and subsequent partnerships.",7.1,173
612,110492,Peacemaker,"[10759, 10765, 18]","The continuing story of Peacemaker – a compellingly vainglorious man who believes in peace at any cost, no matter how many people he has to kill to get it – in the aftermath of the events of “The Suicide Squad.”",8.4,1830
613,3322,Oz,"[80, 18]","The daily lives of prisoners in Emerald City, an experimental unit of the Oswald Maximum Security Prison where ingroups - Muslims, Latinos, Italians, Aryans - stick close to their mutual friends and terrorizes their mutual enemies.",8.1,515
614,126280,Sex/Life,[18],A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,7.1,971
615,4087,The X-Files,"[10765, 9648, 80]","The exploits of FBI Special Agents Fox Mulder and Dana Scully who investigate X-Files: marginalized, unsolved cases involving paranormal phenomena. Mulder believes in the existence of aliens and the paranormal while Scully, a skeptic, is assigned to make scientific analyses of Mulder's discoveries that debunk Mulder's work and thus return him to mainstream cases.",8.4,2287
616,65227,The Path,[18],"The Path explores the unknown and mysterious world of the cult-like Meyerist Movement in upstate New York. At the center of the movement lies Eddie, a conflicted husband; Sarah, his devoted wife; and Cal, an ambitious leader. We follow each as they contend with deep issues involving relationships, faith, and power.",6.6,110
617,116135,Vikings: Valhalla,"[10759, 18, 10768]","In this sequel to ""Vikings,"" a hundred years have passed and a new generation of legendary heroes arises to forge its own destiny — and make history.",8.0,266
618,73157,Future Man,"[35, 10765]","Josh Futturman, a janitor by day/world-ranked gamer by night, is tasked with preventing the extinction of humanity after mysterious visitors from the future proclaim him the key to defeating the imminent super-race invasion.",7.2,330
