index,author,review_source,title,season,release_date,review_length
1222,Melanie McFarland,Salon,The Good Fight,3.0,14-Mar-19,443
1223,Lucy Mangan,The Guardian,The Good Fight,3.0,14-Mar-19,328
1224,Troy Patterson,The New Yorker,Homecoming,1.0,2-Nov-18,314
1225,Mark A. Perigard,Boston Herald,Homecoming,1.0,2-Nov-18,407
1226,Dave Nemetz,TVLine,Homecoming,1.0,2-Nov-18,385
1227,Sophie Gilbert,The Atlantic,Homecoming,1.0,2-Nov-18,512
1228,Brian Tallerico,RogerEbert.com,Homecoming,1.0,2-Nov-18,415
1229,Matthew Gilbert,Boston Globe,Homecoming,1.0,2-Nov-18,508
1230,Verne Gay,Newsday,Homecoming,1.0,2-Nov-18,327
1231,Kelly Lawler,USA Today,Homecoming,1.0,2-Nov-18,381
1232,Karen Han,Vox.com,Homecoming,1.0,2-Nov-18,307
1233,Kristi Turnquist,The Oregonian,Homecoming,1.0,2-Nov-18,419
1234,Robert Lloyd,Los Angeles Times,Homecoming,1.0,2-Nov-18,411
1235,Darren Franich,Entertainment Weekly,Homecoming,1.0,2-Nov-18,320
1236,Dorothy Rabinowitz,Wall Street Journal,Homecoming,1.0,2-Nov-18,462
1237,Richard Roeper,Chicago Sun-Times,Homecoming,1.0,2-Nov-18,309
1238,Alan Sepinwall,Rolling Stone,Homecoming,1.0,2-Nov-18,341
1239,James Poniewozik,The New York Times,Homecoming,1.0,2-Nov-18,331
1240,Terry Terrones,Colorado Springs Gazette,Homecoming,1.0,2-Nov-18,370
1241,Mike Hale,The New York Times,Catastrophe,1.0,19-Jun-15,324
1242,Alan Sepinwall,Hitfix,Catastrophe,1.0,19-Jun-15,452
1243,Ben Travers,IndieWire,RAMY,2.0,31-May-20,305
1244,Kathryn VanArendonk,New York Magazine (Vulture),RAMY,2.0,31-May-20,347
1245,Inkoo Kang,The Hollywood Reporter,RAMY,2.0,31-May-20,338
1246,Mary McNamara,Los Angeles Times,In Treatment,3.0,25-Oct-10,406
1247,David Hinckley,New York Daily News,In Treatment,3.0,25-Oct-10,302
1248,Dorothy Rabinowitz,Wall Street Journal,In Treatment,3.0,25-Oct-10,367
1249,Alan Sepinwall,Hitfix,In Treatment,3.0,25-Oct-10,316
1250,Mark A. Perigard,Boston Herald,In Treatment,3.0,25-Oct-10,427
1251,Heather Havrilesky,Salon,In Treatment,3.0,25-Oct-10,303
1252,Alessandra Stanley,The New York Times,In Treatment,3.0,25-Oct-10,347
1253,Kelsey J. Waite,The A.V. Club,Orphan Black,5.0,30-Mar-13,358
1254,Melanie McFarland,Salon,Orphan Black,5.0,30-Mar-13,384
1255,Allison Shoemaker,Paste Magazine,Unbelievable,1.0,13-Sep-19,359
1256,Lauren Thoman,Collider,Unbelievable,1.0,13-Sep-19,462
1257,Jen Chaney,New York Magazine (Vulture),Unbelievable,1.0,13-Sep-19,447
1258,Krutika Mallikarjuna,TV Guide,Unbelievable,1.0,13-Sep-19,355
1259,Richard Roeper,Chicago Sun-Times,Unbelievable,1.0,13-Sep-19,348
1260,Kevin Fallon,The Daily Beast,Unbelievable,1.0,13-Sep-19,301
1261,Brian Tallerico,RogerEbert.com,Unbelievable,1.0,13-Sep-19,440
1262,Hannah J Davies,The Guardian,Unbelievable,1.0,13-Sep-19,371
1263,Ashlie D. Stevens,Salon,Unbelievable,1.0,13-Sep-19,365
1264,Niv M. Sultan,Slant Magazine,Unbelievable,1.0,13-Sep-19,308
1265,Danette Chavez,The A.V. Club,Unbelievable,1.0,13-Sep-19,384
1266,Kelly Lawler,USA Today,Unbelievable,1.0,13-Sep-19,400
1267,Inkoo Kang,Slate,Unbelievable,1.0,13-Sep-19,415
1268,Judy Berman,Time,Unbelievable,1.0,13-Sep-19,428
1269,Dan Fienberg,The Hollywood Reporter,Unbelievable,1.0,13-Sep-19,301
1270,Judy Berman,Time,Surviving R. Kelly,1.0,3-Jan-19,533
1271,Selena Fragassi,Chicago Sun-Times,Surviving R. Kelly,1.0,3-Jan-19,306
1272,Caroline Framke,Variety,Surviving R. Kelly,1.0,3-Jan-19,465
1273,Angelica Jade Bastien,New York Magazine (Vulture),Surviving R. Kelly,1.0,3-Jan-19,394
1274,Liz Shannon Miller,IndieWire,Surviving R. Kelly,1.0,3-Jan-19,442
1275,Alan Sepinwall,Hitfix,Happy Valley,1.0,29-Apr-14,461
1276,Dan Fienberg,The Hollywood Reporter,Sorry for Your Loss,1.0,18-Sep-18,333
1277,Kristen Baldwin,Entertainment Weekly,Sorry for Your Loss,1.0,18-Sep-18,389
1278,Jen Chaney,New York Magazine (Vulture),Halt and Catch Fire,3.0,23-Aug-16,381
1279,Maureen Ryan,Variety,Halt and Catch Fire,3.0,23-Aug-16,359
1280,Brian Tallerico,RogerEbert.com,The Midnight Gospel,1.0,20-Apr-20,378
1281,Darren Franich,Entertainment Weekly,The Midnight Gospel,1.0,20-Apr-20,337
1282,Eric Kohn,IndieWire,The Midnight Gospel,1.0,20-Apr-20,325
1283,Allison Keene,Collider,And Then There Were None (2016),1.0,13-Mar-16,477
1284,Mike Hale,The New York Times,And Then There Were None (2016),1.0,13-Mar-16,439
1285,Caroline Framke,Variety,Normal People,1.0,29-Apr-20,525
1286,James Poniewozik,The New York Times,Normal People,1.0,29-Apr-20,500
1287,Jen Chaney,New York Magazine (Vulture),Normal People,1.0,29-Apr-20,369
1288,John Anderson,Wall Street Journal,Normal People,1.0,29-Apr-20,335
1289,Jourdain Searles,The A.V. Club,Normal People,1.0,29-Apr-20,368
1290,Sophie Gilbert,The Atlantic,Normal People,1.0,29-Apr-20,359
1291,Melanie McFarland,Salon,Normal People,1.0,29-Apr-20,406
1292,Matthew Gilbert,Boston Globe,Normal People,1.0,29-Apr-20,565
1293,Willa Paskin,Slate,Normal People,1.0,29-Apr-20,406
1294,Constance Grady,Vox.com,Normal People,1.0,29-Apr-20,346
1295,Matt Fagerholm,RogerEbert.com,Normal People,1.0,29-Apr-20,586
1296,Sonia Saraiya,Vanity Fair,Normal People,1.0,29-Apr-20,468
1297,Caroline Framke,Variety,Harley Quinn,1.0,8-Dec-19,498
1298,Shannon Miller,The A.V. Club,Harley Quinn,1.0,8-Dec-19,427
1299,Robyn Bahr,The Hollywood Reporter,Harley Quinn,1.0,8-Dec-19,320
1300,Sonia Saraiya,Variety,Black Mirror,3.0,21-Oct-16,331
1301,Emily VanDerWerff,Vox.com,Black Mirror,3.0,21-Oct-16,420
1302,Erik Adams,The A.V. Club,Black Mirror,3.0,21-Oct-16,347
1303,Brian Lowry,CNN,Black Mirror,3.0,21-Oct-16,321
1304,Zach Ellin,We Got This Covered,Legion,1.0,8-Feb-17,356
1305,Mark Dawidziak,Cleveland Plain Dealer,Legion,1.0,8-Feb-17,329
1306,Alan Sepinwall,UPROXX,Legion,1.0,8-Feb-17,414
1307,Vicki Hyman,Newark Star-Ledger,Legion,1.0,8-Feb-17,377
1308,Matt Zoller Seitz,New York Magazine (Vulture),Legion,1.0,8-Feb-17,378
1309,Kristi Turnquist,The Oregonian,Legion,1.0,8-Feb-17,381
1310,Tim Goodman,The Hollywood Reporter,Legion,1.0,8-Feb-17,415
1311,David Wiegand,San Francisco Chronicle,The Returned,2.0,31-Oct-15,404
1312,Alex McCown,The A.V. Club,The Returned,2.0,31-Oct-15,322
1313,Robert Lloyd,Los Angeles Times,The Returned,2.0,31-Oct-15,381
1314,Jen Chaney,New York Magazine (Vulture),The White Lotus,1.0,11-Jul-21,454
1315,Brian Lowry,CNN,The White Lotus,1.0,11-Jul-21,351
1316,Caroline Framke,Variety,The White Lotus,1.0,11-Jul-21,511
1317,Matthew Jacobs,TV Guide,The White Lotus,1.0,11-Jul-21,357
1318,Kelly Lawler,USA Today,The White Lotus,1.0,11-Jul-21,301
1319,Pat Brown,Slant Magazine,The White Lotus,1.0,11-Jul-21,361
1320,Darren Franich,Entertainment Weekly,The White Lotus,1.0,11-Jul-21,493
1321,Cassie da Costa,Vanity Fair,The White Lotus,1.0,11-Jul-21,301
1322,Kristi Turnquist,The Oregonian,The White Lotus,1.0,11-Jul-21,547
1323,Mick LaSalle,San Francisco Chronicle,The White Lotus,1.0,11-Jul-21,340
1324,Brian Tallerico,The Playlist,The White Lotus,1.0,11-Jul-21,442
1325,Willa Paskin,Slate,The White Lotus,1.0,11-Jul-21,321
1326,Melanie McFarland,Salon,The White Lotus,1.0,11-Jul-21,373
1327,Naomi Fry,The New Yorker,The White Lotus,1.0,11-Jul-21,344
1328,James Poniewozik,The New York Times,The White Lotus,1.0,11-Jul-21,461
1329,Inkoo Kang,Washington Post,The White Lotus,1.0,11-Jul-21,451
1330,Benjamin Lee,The Guardian,The White Lotus,1.0,11-Jul-21,462
1331,Ben Travers,IndieWire,The White Lotus,1.0,11-Jul-21,352
1332,Brian Lowry,Variety,The Dust Bowl,1.0,18-Nov-12,382
1333,Chris Cabin,Collider,Unbreakable Kimmy Schmidt,2.0,15-Apr-16,321
1334,Liz Shannon Miller,IndieWire,Unbreakable Kimmy Schmidt,2.0,15-Apr-16,456
1336,Alan Sepinwall,Rolling Stone,Lupin,1.0,8-Jan-21,432
1337,Robert Lloyd,Los Angeles Times,Lupin,1.0,8-Jan-21,313
1338,Roxana Hadadi,New York Magazine (Vulture),The Righteous Gemstones,2.0,9-Jan-22,404
1339,Jade Budowski,Decider,The Righteous Gemstones,2.0,9-Jan-22,371
1340,Nick Schager,The Daily Beast,The Righteous Gemstones,2.0,9-Jan-22,426
1341,Brandon Streussnig,The Playlist,The Righteous Gemstones,2.0,9-Jan-22,340
1342,Ben Travers,IndieWire,The Righteous Gemstones,2.0,9-Jan-22,373
1343,Neil Genzlinger,The New York Times,The Tick,1.0,8-Nov-01,304
1344,Manuel Mendoza,Dallas Morning News,The Tick,1.0,8-Nov-01,306
1345,Sophie Gilbert,The Atlantic,Wormwood,1.0,15-Dec-17,382
1346,Matt Zoller Seitz,New York Magazine (Vulture),Wormwood,1.0,15-Dec-17,501
1347,Eric Kohn,IndieWire,Wormwood,1.0,15-Dec-17,302
1348,Todd McCarthy,The Hollywood Reporter,Wormwood,1.0,15-Dec-17,344
1349,Dalton Ross,Entertainment Weekly,Friday Night Lights,5.0,27-Oct-10,312
1350,Mary McNamara,Los Angeles Times,The Honorable Woman,1.0,3-Jul-14,312
1351,David Wiegand,San Francisco Chronicle,The Honorable Woman,1.0,3-Jul-14,304
1352,Brian Lowry,Variety,You're the Worst,2.0,9-Sep-15,409
1353,Ben Travers,IndieWire,You're the Worst,2.0,9-Sep-15,450
1354,Steve Greene,IndieWire,The Other Two,2.0,26-Aug-21,324
1355,Kristen Baldwin,Entertainment Weekly,The Other Two,2.0,26-Aug-21,307
1356,Nancy DeWolf Smith,Wall Street Journal,The Walking Dead,1.0,31-Oct-10,368
1357,Matthew Gilbert,Boston Globe,The Walking Dead,1.0,31-Oct-10,351
1358,Ashlie D. Stevens,Salon,All Creatures Great and Small (2021),1.0,10-Jan-21,359
1359,Kristi Turnquist,The Oregonian,All Creatures Great and Small (2021),1.0,10-Jan-21,316
1360,Kathryn VanArendonk,New York Magazine (Vulture),All Creatures Great and Small (2021),1.0,10-Jan-21,512
1361,Robert Lloyd,Los Angeles Times,All Creatures Great and Small (2021),1.0,10-Jan-21,344
1362,Allison Keene,Paste Magazine,All Creatures Great and Small (2021),1.0,10-Jan-21,305
1363,Liz Shannon Miller,IndieWire,Mr. Robot,3.0,11-Oct-17,315
1364,Tim Goodman,The Hollywood Reporter,Mr. Robot,3.0,11-Oct-17,342
1365,Allison Keene,Collider,Mr. Robot,3.0,11-Oct-17,349
1366,Alan Sepinwall,UPROXX,Mr. Robot,3.0,11-Oct-17,470
1367,Richard Roeper,Chicago Sun-Times,The Dark Crystal: Age of Resistance,1.0,30-Aug-19,332
1368,Rob Owen,Pittsburgh Post-Gazette,The Dark Crystal: Age of Resistance,1.0,30-Aug-19,391
1369,Judy Berman,Time,The Dark Crystal: Age of Resistance,1.0,30-Aug-19,485
1370,Brian Lowry,CNN,The Dark Crystal: Age of Resistance,1.0,30-Aug-19,369
1371,Melanie McFarland,Salon,The Dark Crystal: Age of Resistance,1.0,30-Aug-19,518
1372,Hank Stuever,Washington Post,The Dark Crystal: Age of Resistance,1.0,30-Aug-19,369
1373,Nick Schager,The Daily Beast,The Dark Crystal: Age of Resistance,1.0,30-Aug-19,495
1374,Matt Fagerholm,RogerEbert.com,The Dark Crystal: Age of Resistance,1.0,30-Aug-19,357
1375,Allison Keene,Paste Magazine,The Dark Crystal: Age of Resistance,1.0,30-Aug-19,300
1376,Caroline Framke,Variety,The Dark Crystal: Age of Resistance,1.0,30-Aug-19,430
1377,Tom Reimann,Collider,The Plot Against America,1.0,16-Mar-20,441
1378,John Anderson,Wall Street Journal,The Plot Against America,1.0,16-Mar-20,660
1379,Kyle Mullin,Under The Radar,The Plot Against America,1.0,16-Mar-20,602
1380,Laura Miller,Slate,The Plot Against America,1.0,16-Mar-20,447
1381,James Poniewozik,The New York Times,The Plot Against America,1.0,16-Mar-20,614
1382,Lucy Mangan,The Guardian,The Plot Against America,1.0,16-Mar-20,307
1383,Jacob Oller,Paste Magazine,The Plot Against America,1.0,16-Mar-20,524
1384,Hank Stuever,Washington Post,The Plot Against America,1.0,16-Mar-20,425
1385,Dan Fienberg,The Hollywood Reporter,The Plot Against America,1.0,16-Mar-20,316
1386,Kevin Fallon,The Daily Beast,The Plot Against America,1.0,16-Mar-20,431
1387,Judy Berman,Time,The Plot Against America,1.0,16-Mar-20,543
1388,Jen Chaney,New York Magazine (Vulture),The Plot Against America,1.0,16-Mar-20,308
1389,Matthew Gilbert,Boston Globe,The Plot Against America,1.0,16-Mar-20,346
1390,D.F. Lovett,We Got This Covered,Humans,2.0,13-Feb-17,321
1391,Danette Chavez,The A.V. Club,One Day at a Time (2017),3.0,8-Feb-19,346
1392,Emily VanDerWerff,Vox.com,One Day at a Time (2017),3.0,8-Feb-19,366
1393,Lili Loofbourow,Slate,One Day at a Time (2017),3.0,8-Feb-19,302
1394,Matthew Gilbert,Boston Globe,Chernobyl,1.0,6-May-19,304
1395,Melanie McFarland,Salon,Chernobyl,1.0,6-May-19,370
1396,Matt Zoller Seitz,New York Magazine (Vulture),Chernobyl,1.0,6-May-19,373
1397,David Fear,Rolling Stone,Chernobyl,1.0,6-May-19,495
1398,Judy Berman,Time,Chernobyl,1.0,6-May-19,434
1399,Tim Goodman,The Hollywood Reporter,Chernobyl,1.0,6-May-19,383
1400,Ed Bark,Uncle Barky,Chernobyl,1.0,6-May-19,318
1401,Ben Travers,IndieWire,Chernobyl,1.0,6-May-19,310
1402,Darren Franich,Entertainment Weekly,Chernobyl,1.0,6-May-19,358
1403,Lorraine Ali,Los Angeles Times,Chernobyl,1.0,6-May-19,335
1404,Nick Schager,The Daily Beast,Chernobyl,1.0,6-May-19,481
1405,Caroline Framke,Variety,Big Little Lies,2.0,9-Jun-19,331
1407,Matthew Gilbert,Boston Globe,Big Little Lies,2.0,9-Jun-19,396
1408,James Poniewozik,The New York Times,Big Little Lies,2.0,9-Jun-19,330
1409,Allison Shoemaker,RogerEbert.com,Big Little Lies,2.0,9-Jun-19,467
1410,Haleigh Foutch,Collider,Big Little Lies,2.0,9-Jun-19,567
1411,Willa Paskin,Slate,Big Little Lies,2.0,9-Jun-19,561
1412,Kristi Turnquist,The Oregonian,Big Little Lies,2.0,9-Jun-19,455
1413,Jen Chaney,New York Magazine (Vulture),Big Little Lies,2.0,9-Jun-19,316
1414,Glenn Garvin,Reason.com,Big Little Lies,2.0,9-Jun-19,317
1415,Doreen St. Félix,The New Yorker,Big Little Lies,2.0,9-Jun-19,478
1416,Alex Abad-Santos,Vox.com,Big Little Lies,2.0,9-Jun-19,396
1417,Sophie Gilbert,The Atlantic,Big Little Lies,2.0,9-Jun-19,486
1418,Rob Owen,Pittsburgh Post-Gazette,Big Little Lies,2.0,9-Jun-19,407
1419,Danette Chavez,The A.V. Club,Big Little Lies,2.0,9-Jun-19,365
1420,Doreen St. Félix,The New Yorker,Hacks,1.0,13-May-21,336
1421,Inkoo Kang,The Hollywood Reporter,Hacks,1.0,13-May-21,376
1422,Nina Metz,Chicago Tribune,Hacks,1.0,13-May-21,360
1423,Bruce Miller,Sioux City Journal,Hacks,1.0,13-May-21,333
1424,Alan Sepinwall,Rolling Stone,Hacks,1.0,13-May-21,331
1425,Melanie McFarland,Salon,Hacks,1.0,13-May-21,547
1426,Chris Vognar,San Francisco Chronicle,Hacks,1.0,13-May-21,330
1427,Ellen Gray,Philadelphia Daily News,Rectify,1.0,22-Apr-13,315
1428,Matthew Gilbert,Boston Globe,Rectify,1.0,22-Apr-13,366
1429,Maureen Ryan,The Huffington Post,Rectify,1.0,22-Apr-13,326
1430,Brian Lowry,CNN,As We See It,1.0,21-Jan-22,368
1431,John Anderson,Wall Street Journal,As We See It,1.0,21-Jan-22,475
1432,Kristen Lopez,IndieWire,As We See It,1.0,21-Jan-22,339
1433,Caroline Framke,Variety,As We See It,1.0,21-Jan-22,434
1434,Sonia Saraiya,Vanity Fair,Waffles and Mochi,1.0,16-Mar-21,376
1435,Jen Chaney,New York Magazine (Vulture),Waffles and Mochi,1.0,16-Mar-21,394
1436,Ed Power,The Telegraph,Waffles and Mochi,1.0,16-Mar-21,306
1437,Adrian Horton,The Guardian,Waffles and Mochi,1.0,16-Mar-21,355
1438,Judy Berman,Time,Waffles and Mochi,1.0,16-Mar-21,421
1439,Doreen St. Félix,The New Yorker,Waffles and Mochi,1.0,16-Mar-21,355
1440,Meghan O'Keefe,Decider,Maid,1.0,1-Oct-21,310
1441,Richard Roeper,Chicago Sun-Times,Maid,1.0,1-Oct-21,351
1442,Alan Sepinwall,Rolling Stone,Maid,1.0,1-Oct-21,318
1443,Kristen Lopez,IndieWire,Maid,1.0,1-Oct-21,371
1444,Jen Chaney,New York Magazine (Vulture),Maid,1.0,1-Oct-21,327
1445,Daniel D'Addario,Variety,Maid,1.0,1-Oct-21,330
1446,Matthew Gilbert,Boston Globe,PEN15,1.0,8-Feb-19,460
1447,Alan Sepinwall,Rolling Stone,PEN15,1.0,8-Feb-19,325
1448,Danette Chavez,The A.V. Club,PEN15,1.0,8-Feb-19,309
1449,Caroline Framke,Variety,PEN15,1.0,8-Feb-19,324
1450,Adrian Horton,The Guardian,PEN15,1.0,8-Feb-19,383
1451,Glenn Garvin,Reason.com,PEN15,1.0,8-Feb-19,310
1452,Jen Chaney,New York Magazine (Vulture),PEN15,1.0,8-Feb-19,355
1453,Hank Stuever,Washington Post,PEN15,1.0,8-Feb-19,322
1454,Troy Patterson,The New Yorker,PEN15,1.0,8-Feb-19,438
1455,Amy Glynn,Paste Magazine,PEN15,1.0,8-Feb-19,546
1456,Mark A. Perigard,Boston Herald,The Night Manager,1.0,19-Apr-16,311
1457,Aaron Passman,Under The Radar,The Night Manager,1.0,19-Apr-16,328
1458,Nancy DeWolf Smith,Wall Street Journal,The Night Manager,1.0,19-Apr-16,305
1459,Maureen Ryan,Variety,The Night Manager,1.0,19-Apr-16,393
1460,David Wiegand,San Francisco Chronicle,The Night Manager,1.0,19-Apr-16,450
1461,Mary McNamara,Los Angeles Times,The Night Manager,1.0,19-Apr-16,303
1462,Troy Patterson,Slate,Law & Order: UK,1.0,23-Feb-09,340
1463,Matt Roush,TV Guide Magazine,Law & Order: UK,1.0,23-Feb-09,315
1464,Rob Owen,Pittsburgh Post-Gazette,Law & Order: UK,1.0,23-Feb-09,309
1465,Mary McNamara,Los Angeles Times,Law & Order: UK,1.0,23-Feb-09,371
1466,Lesley Smith,PopMatters,Law & Order: UK,1.0,23-Feb-09,365
1467,Inkoo Kang,Washington Post,Girls5eva,2.0,5-May-22,313
1468,Steve Greene,IndieWire,The Tourist,1.0,3-Mar-22,339
1469,Ed Cumming,The Independent,The Tourist,1.0,3-Mar-22,350
1470,Meghan O'Keefe,Decider,Cheer (2020),2.0,12-Jan-22,419
1471,Alison Stine,Salon,Cheer (2020),2.0,12-Jan-22,439
1472,Dan Fienberg,The Hollywood Reporter,Cheer (2020),2.0,12-Jan-22,305
1473,Kyndall Cunningham,The Daily Beast,Cheer (2020),2.0,12-Jan-22,409
1474,Caroline Framke,Vox.com,FEUD,1.0,5-Mar-17,419
1475,Mark Dawidziak,Cleveland Plain Dealer,FEUD,1.0,5-Mar-17,442
1476,Liz Shannon Miller,IndieWire,FEUD,1.0,5-Mar-17,479
1477,Bruce Miller,Sioux City Journal,FEUD,1.0,5-Mar-17,326
1478,Chris Cabin,Collider,FEUD,1.0,5-Mar-17,320
1479,Brian Lowry,Variety,Reaper,1.0,25-Sep-07,321
1480,Dave Nemetz,TVLine,Alias Grace,1.0,25-Sep-17,349
1481,Ken Tucker,Yahoo TV,Alias Grace,1.0,25-Sep-17,312
1482,Ellen Gray,Philadelphia Daily News,Alias Grace,1.0,25-Sep-17,335
1483,Dan Fienberg,The Hollywood Reporter,Alias Grace,1.0,25-Sep-17,313
1484,Ken Tucker,Yahoo TV,The End of the F***ing World,1.0,24-Oct-17,339
1485,Sonia Saraiya,Variety,The End of the F***ing World,1.0,24-Oct-17,508
1486,Sophie Gilbert,The Atlantic,The End of the F***ing World,1.0,24-Oct-17,467
1487,Jen Chaney,New York Magazine (Vulture),The End of the F***ing World,1.0,24-Oct-17,415
1488,Robert Bianco,USA Today,The Crown,1.0,4-Nov-16,378
1489,Gail Pennington,St. Louis Post-Dispatch,The Crown,1.0,4-Nov-16,301
1490,Brian Lowry,CNN,The Crown,1.0,4-Nov-16,320
1491,Daniel D'Addario,Time,The Crown,1.0,4-Nov-16,471
1492,Emily VanDerWerff,Vox.com,The Crown,1.0,4-Nov-16,302
1493,Bruce Miller,Sioux City Journal,Mare of Easttown,1.0,18-Apr-21,356
1494,Kelly Lawler,USA Today,Mare of Easttown,1.0,18-Apr-21,416
1495,Melanie McFarland,Salon,Mare of Easttown,1.0,18-Apr-21,368
1496,Kevin Fallon,The Daily Beast,Mare of Easttown,1.0,18-Apr-21,320
1497,Mike Hale,The New York Times,Mare of Easttown,1.0,18-Apr-21,399
1498,Jeff Sneider,Collider,Mare of Easttown,1.0,18-Apr-21,317
1499,Lucy Mangan,The Guardian,Mare of Easttown,1.0,18-Apr-21,389
1500,Brian Tallerico,RogerEbert.com,Mare of Easttown,1.0,18-Apr-21,368
1501,Dorothy Rabinowitz,Wall Street Journal,Mare of Easttown,1.0,18-Apr-21,442
1502,Meghan O'Keefe,Decider,Mare of Easttown,1.0,18-Apr-21,485
1503,Jen Chaney,New York Magazine (Vulture),Mare of Easttown,1.0,18-Apr-21,387
1504,Inkoo Kang,The Hollywood Reporter,Mare of Easttown,1.0,18-Apr-21,343
1505,Rodrigo Perez,The Playlist,Mare of Easttown,1.0,18-Apr-21,334
1506,Robert Lloyd,Los Angeles Times,Mare of Easttown,1.0,18-Apr-21,414
1507,Brian Lowry,CNN,Mare of Easttown,1.0,18-Apr-21,373
1508,Matthew Gilbert,Boston Globe,Mare of Easttown,1.0,18-Apr-21,385
1509,Candice Frederick,TV Guide,Mare of Easttown,1.0,18-Apr-21,301
1510,Sonia Saraiya,Variety,Mr. Robot,2.0,13-Jul-16,481
1511,Sophie Gilbert,The Atlantic,Mr. Robot,2.0,13-Jul-16,335
1512,Tim Goodman,The Hollywood Reporter,Mr. Robot,2.0,13-Jul-16,464
1513,Troy L. Smith,Cleveland Plain Dealer,Mr. Robot,2.0,13-Jul-16,329
1514,Matt Zoller Seitz,New York Magazine (Vulture),Mr. Robot,2.0,13-Jul-16,328
1515,Ken Tucker,Yahoo TV,Vikings,3.0,19-Feb-15,341
1516,Mike Hale,The New York Times,Vikings,3.0,19-Feb-15,400
1517,Zach Hollwedel,Under The Radar,Vikings,3.0,19-Feb-15,346
1518,Joy Press,Village Voice,Extras,1.0,21-Jul-05,324
1519,Alex Zalben,Decider,Dickinson,2.0,8-Jan-21,543
1520,Alexis Gunderson,Paste Magazine,Dickinson,2.0,8-Jan-21,369
1521,James Poniewozik,The New York Times,Dickinson,2.0,8-Jan-21,403
1522,Andrew Crump,The Playlist,Dickinson,2.0,8-Jan-21,423
1523,Anita Singh,The Telegraph,Unforgotten,4.0,11-Jul-21,369
1524,Ed Cumming,The Independent,Unforgotten,4.0,11-Jul-21,404
1525,Emily Baker,i,Unforgotten,4.0,11-Jul-21,328
1526,Carol Midgley,The Times,Unforgotten,4.0,11-Jul-21,330
1527,Emily Nussbaum,The New Yorker,Marvel's Jessica Jones,1.0,20-Nov-15,351
1528,Josh Bell,Las Vegas Weekly,Marvel's Jessica Jones,1.0,20-Nov-15,357
1529,Daniel D'Addario,Time,Marvel's Jessica Jones,1.0,20-Nov-15,376
1530,Liz Shannon Miller,IndieWire,Marvel's Jessica Jones,1.0,20-Nov-15,427
1531,Rob Lowman,Los Angeles Daily News,Marvel's Jessica Jones,1.0,20-Nov-15,352
1532,Maureen Ryan,Variety,Marvel's Jessica Jones,1.0,20-Nov-15,500
1533,Brian Tallerico,RogerEbert.com,Marvel's Jessica Jones,1.0,20-Nov-15,541
1534,Lisa Weidenfeld,The A.V. Club,Marvel's Jessica Jones,1.0,20-Nov-15,387
1535,Ed Bark,Uncle Barky,Marvel's Jessica Jones,1.0,20-Nov-15,361
1536,David Sims,The Atlantic,Marvel's Jessica Jones,1.0,20-Nov-15,359
1537,Carol Midgley,The Times,State of the Union,1.0,8-Sep-19,322
1538,Daniel D'Addario,Variety,State of the Union,1.0,8-Sep-19,354
1539,Dan Fienberg,The Hollywood Reporter,State of the Union,1.0,8-Sep-19,361
1540,Shirley Li,The Atlantic,State of the Union,1.0,8-Sep-19,386
1541,Alan Sepinwall,Rolling Stone,State of the Union,1.0,8-Sep-19,344
1542,Lucy Mangan,The Guardian,State of the Union,1.0,8-Sep-19,389
1543,Alessandra Stanley,The New York Times,Elizabeth I,1.0,22-Apr-06,308
1544,Kristen Baldwin,Entertainment Weekly,Brooklyn Nine-Nine,6.0,10-Jan-19,498
1545,Allison Shoemaker,RogerEbert.com,Brooklyn Nine-Nine,6.0,10-Jan-19,433
1546,Aisha Harris,Slate,GLOW,1.0,23-Jun-17,318
1547,Emily Nussbaum,The New Yorker,GLOW,1.0,23-Jun-17,374
1548,Ed Bark,Uncle Barky,GLOW,1.0,23-Jun-17,408
1549,Erik Adams,The A.V. Club,GLOW,1.0,23-Jun-17,322
1550,Sophie Gilbert,The Atlantic,GLOW,1.0,23-Jun-17,355
1551,James Poniewozik,The New York Times,GLOW,1.0,23-Jun-17,388
1552,Brian Tallerico,RogerEbert.com,GLOW,1.0,23-Jun-17,305
1553,David Wiegand,San Francisco Chronicle,GLOW,1.0,23-Jun-17,302
1554,Ken Tucker,Yahoo TV,GLOW,1.0,23-Jun-17,394
1555,Allison Keene,Collider,GLOW,1.0,23-Jun-17,322
1556,Gregg Kilday,The Hollywood Reporter,Curb Your Enthusiasm,7.0,20-Sep-09,310
